Time 	Temperature (deg C) 	Setpoint (deg C) 	Duty Cycle (percent) 	H1 (Volts) 	H2 (Volts) 	H3 (Volts) 	H4 (Volts) 	H5 (Volts) 	TimeMATLAB 	
14:41:49 	4.675000e+02 	4.943000e+02 	3.015000e+01 	230 	225 	229 	23 	23 	7.364576e+05
14:41:50 	4.682500e+02 	4.952000e+02 	2.991000e+01 	229 	226 	229 	23 	23 	7.364576e+05
14:41:51 	4.697500e+02 	4.961000e+02 	3.015000e+01 	229 	226 	229 	23 	23 	7.364576e+05
14:41:52 	4.707500e+02 	497 	30 	229 	226 	229 	23 	23 	7.364576e+05
14:41:53 	472 	4.979100e+02 	2.946000e+01 	229 	225 	229 	23 	24 	7.364576e+05
14:41:54 	473 	4.987500e+02 	2.990000e+01 	229 	226 	229 	23 	23 	7.364576e+05
14:41:55 	4.737500e+02 	4.996500e+02 	2.946000e+01 	229 	226 	229 	23 	23 	7.364576e+05
14:41:56 	4.747500e+02 	5.005500e+02 	2.940000e+01 	229 	225 	230 	23 	23 	7.364576e+05
14:41:57 	4.757500e+02 	5.014500e+02 	2.994000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:41:58 	477 	5.023500e+02 	2.989000e+01 	231 	225 	229 	26 	23 	7.364576e+05
14:41:59 	478 	5.031900e+02 	2.983000e+01 	230 	225 	229 	23 	23 	7.364576e+05
14:42:00 	4.787500e+02 	5.040900e+02 	2.988000e+01 	233 	225 	229 	23 	23 	7.364576e+05
14:42:01 	4.787500e+02 	5.049900e+02 	2.992000e+01 	237 	225 	229 	23 	23 	7.364576e+05
14:42:02 	4.792500e+02 	5.058900e+02 	3.125000e+01 	233 	226 	230 	23 	24 	7.364576e+05
14:42:03 	4.795000e+02 	5.067900e+02 	3.179000e+01 	232 	226 	230 	23 	23 	7.364576e+05
14:42:04 	481 	5.076300e+02 	3.085000e+01 	233 	226 	229 	23 	23 	7.364576e+05
14:42:05 	4.827500e+02 	5.085300e+02 	3.012000e+01 	232 	226 	229 	23 	23 	7.364576e+05
14:42:06 	484 	5.094300e+02 	2.987000e+01 	232 	226 	229 	23 	23 	7.364576e+05
14:42:07 	4.855000e+02 	5.103300e+02 	2.952000e+01 	231 	226 	229 	23 	23 	7.364576e+05
14:42:08 	4.867500e+02 	5.112300e+02 	2.947000e+01 	231 	226 	229 	23 	23 	7.364576e+05
14:42:09 	4.875000e+02 	5.120700e+02 	3.010000e+01 	231 	226 	229 	23 	23 	7.364576e+05
14:42:10 	4.885000e+02 	5.129700e+02 	2.946000e+01 	231 	226 	229 	23 	23 	7.364576e+05
14:42:11 	4.897500e+02 	5.138700e+02 	2.989000e+01 	231 	226 	229 	23 	23 	7.364576e+05
14:42:12 	4.907500e+02 	5.147700e+02 	2.925000e+01 	230 	226 	229 	23 	23 	7.364576e+05
14:42:13 	4.917500e+02 	5.156800e+02 	2.919000e+01 	231 	226 	229 	23 	23 	7.364576e+05
14:42:14 	4.927500e+02 	5.165800e+02 	2.923000e+01 	231 	226 	229 	23 	23 	7.364576e+05
14:42:15 	4.937500e+02 	5.174200e+02 	2.966000e+01 	232 	225 	229 	23 	23 	7.364576e+05
14:42:16 	4.947500e+02 	5.183200e+02 	2.931000e+01 	229 	226 	229 	22 	23 	7.364576e+05
14:42:17 	496 	5.192200e+02 	2.964000e+01 	230 	226 	229 	23 	23 	7.364576e+05
14:42:18 	497 	5.201200e+02 	2.958000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:19 	4.977500e+02 	5.210200e+02 	2.913000e+01 	229 	226 	229 	23 	23 	7.364576e+05
14:42:20 	4.985000e+02 	5.218600e+02 	2.927000e+01 	228 	226 	230 	23 	23 	7.364576e+05
14:42:21 	4.997500e+02 	5.227600e+02 	2.970000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:22 	5.005000e+02 	5.236600e+02 	2.974000e+01 	228 	226 	229 	22 	23 	7.364576e+05
14:42:23 	5.017500e+02 	5.245600e+02 	2.919000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:24 	5.027500e+02 	5.254600e+02 	2.972000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:25 	5.027500e+02 	5.263000e+02 	3.024000e+01 	229 	226 	229 	23 	23 	7.364576e+05
14:42:26 	5.042500e+02 	5.272000e+02 	2.930000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:27 	5.055000e+02 	5.281000e+02 	2.914000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:28 	5.065000e+02 	529 	2.908000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:29 	5.077500e+02 	5.299000e+02 	2.961000e+01 	228 	226 	230 	23 	23 	7.364576e+05
14:42:30 	5.087500e+02 	5.307400e+02 	2.905000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:42:31 	5.097500e+02 	5.316400e+02 	2.879000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:32 	511 	5.325400e+02 	2.883000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:33 	512 	5.334400e+02 	2.926000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:34 	513 	5.343400e+02 	2.861000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:35 	514 	5.351800e+02 	2.854000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:36 	515 	5.360900e+02 	2.847000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:37 	516 	5.369900e+02 	2.851000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:38 	517 	5.378900e+02 	2.844000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:39 	518 	5.387900e+02 	2.867000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:40 	519 	5.396300e+02 	2.909000e+01 	231 	226 	229 	23 	23 	7.364576e+05
14:42:41 	5.197500e+02 	5.405300e+02 	2.873000e+01 	229 	226 	229 	23 	23 	7.364576e+05
14:42:42 	5.207500e+02 	5.414300e+02 	2.857000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:43 	5.217500e+02 	5.423300e+02 	2.850000e+01 	228 	226 	229 	23 	23 	7.364576e+05
14:42:44 	5.227500e+02 	5.432300e+02 	2.902000e+01 	231 	226 	229 	22 	24 	7.364576e+05
14:42:45 	524 	5.441300e+02 	2.827000e+01 	227 	227 	229 	23 	23 	7.364576e+05
14:42:46 	525 	5.449700e+02 	2.888000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:42:47 	526 	5.458700e+02 	2.891000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:42:48 	5.267500e+02 	5.467700e+02 	2.904000e+01 	227 	226 	229 	23 	22 	7.364576e+05
14:42:49 	5.275000e+02 	5.476700e+02 	2.907000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:42:50 	5.282500e+02 	5.485700e+02 	2.871000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:42:51 	5.292500e+02 	5.494100e+02 	2.864000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:42:52 	5.305000e+02 	5.503100e+02 	2.847000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:42:53 	5.317500e+02 	5.512100e+02 	2.840000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:42:54 	5.327500e+02 	5.521100e+02 	2.824000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:42:55 	5.337500e+02 	5.530100e+02 	2.836000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:42:56 	5.342500e+02 	5.538600e+02 	2.898000e+01 	227 	227 	229 	23 	23 	7.364576e+05
14:42:57 	5.355000e+02 	5.547600e+02 	2.901000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:42:58 	5.365000e+02 	5.556600e+02 	2.825000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:42:59 	5.372500e+02 	5.565600e+02 	2.896000e+01 	226 	226 	229 	23 	24 	7.364576e+05
14:43:00 	5.382500e+02 	5.574600e+02 	2.840000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:01 	5.392500e+02 	5.583000e+02 	2.833000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:02 	5.402500e+02 	5.592000e+02 	2.836000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:03 	5.412500e+02 	5.601000e+02 	2.828000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:04 	542 	561 	29 	226 	226 	229 	23 	23 	7.364576e+05
14:43:05 	543 	5.619000e+02 	2.843000e+01 	226 	226 	229 	22 	23 	7.364576e+05
14:43:06 	5.437500e+02 	5.627400e+02 	2.856000e+01 	226 	227 	229 	22 	23 	7.364576e+05
14:43:07 	545 	5.636400e+02 	2.839000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:08 	546 	5.645400e+02 	2.831000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:09 	547 	5.654400e+02 	2.834000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:43:10 	548 	5.663400e+02 	2.876000e+01 	227 	227 	229 	23 	23 	7.364576e+05
14:43:11 	549 	5.672400e+02 	2.878000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:12 	550 	5.680800e+02 	2.822000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:13 	551 	5.689800e+02 	2.883000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:14 	552 	5.698800e+02 	2.885000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:43:15 	553 	5.707800e+02 	2.829000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:43:16 	5.537500e+02 	5.716800e+02 	2.831000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:17 	5.547500e+02 	5.725300e+02 	2.892000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:18 	5.557500e+02 	5.734200e+02 	2.885000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:19 	5.567500e+02 	5.743300e+02 	2.887000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:20 	5.575000e+02 	5.752300e+02 	2.879000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:43:21 	5.585000e+02 	5.761300e+02 	2.833000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:22 	5.595000e+02 	5.769700e+02 	2.894000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:23 	5.605000e+02 	5.778700e+02 	2.886000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:24 	5.612500e+02 	5.787700e+02 	2.888000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:25 	5.622500e+02 	5.796700e+02 	2.832000e+01 	227 	227 	229 	23 	24 	7.364576e+05
14:43:26 	5.632500e+02 	5.805700e+02 	2.903000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:43:27 	564 	5.814100e+02 	2.846000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:28 	565 	5.823100e+02 	2.838000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:29 	566 	5.832100e+02 	2.840000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:30 	567 	5.841100e+02 	2.852000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:31 	5.677500e+02 	5.850100e+02 	2.904000e+01 	227 	227 	229 	23 	24 	7.364576e+05
14:43:32 	5.687500e+02 	5.858500e+02 	2.915000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:33 	5.697500e+02 	5.867500e+02 	2.859000e+01 	227 	227 	229 	23 	23 	7.364576e+05
14:43:34 	5.707500e+02 	5.876500e+02 	2.841000e+01 	226 	227 	229 	22 	23 	7.364576e+05
14:43:35 	5.715000e+02 	5.885500e+02 	2.853000e+01 	227 	227 	229 	23 	23 	7.364576e+05
14:43:36 	5.725000e+02 	5.894500e+02 	2.855000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:37 	5.735000e+02 	5.903500e+02 	2.916000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:38 	5.742500e+02 	5.911900e+02 	2.859000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:39 	5.752500e+02 	5.921000e+02 	2.861000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:43:40 	576 	5.929900e+02 	2.922000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:41 	577 	5.939000e+02 	2.924000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:42 	578 	5.948000e+02 	2.867000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:43 	579 	5.956400e+02 	2.879000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:44 	5.797500e+02 	5.965400e+02 	2.881000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:45 	5.807500e+02 	5.974400e+02 	2.942000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:46 	5.817500e+02 	5.983400e+02 	2.895000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:43:47 	5.825000e+02 	5.992400e+02 	2.956000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:48 	5.832500e+02 	6.000800e+02 	2.948000e+01 	227 	227 	229 	23 	23 	7.364576e+05
14:43:49 	5.842500e+02 	6.009800e+02 	2.901000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:50 	585 	6.018800e+02 	2.913000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:51 	586 	6.027800e+02 	2.915000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:52 	587 	6.036800e+02 	2.975000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:43:53 	5.877500e+02 	6.045200e+02 	2.987000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:54 	5.887500e+02 	6.054200e+02 	2.989000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:55 	5.897500e+02 	6.063200e+02 	2.932000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:43:56 	5.905000e+02 	6.072200e+02 	2.934000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:43:57 	5.912500e+02 	6.081200e+02 	2.946000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:43:58 	5.922500e+02 	6.089600e+02 	2.938000e+01 	227 	227 	229 	23 	23 	7.364576e+05
14:43:59 	593 	6.098600e+02 	3.009000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:44:00 	594 	6.107600e+02 	2.952000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:44:01 	595 	6.116600e+02 	3.023000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:44:02 	5.957500e+02 	6.125600e+02 	2.966000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:44:03 	5.965000e+02 	6.134100e+02 	3.027000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:44:04 	5.975000e+02 	6.143100e+02 	3.049000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:44:05 	5.985000e+02 	6.152100e+02 	2.992000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:44:06 	5.992500e+02 	6.161100e+02 	3.043000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:44:07 	6.002500e+02 	6.170100e+02 	3.055000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:44:08 	601 	6.179100e+02 	3.057000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:44:09 	6.017500e+02 	6.187500e+02 	3.068000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:44:10 	6.027500e+02 	6.196500e+02 	3.080000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:44:11 	6.035000e+02 	6.205500e+02 	3.082000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:44:12 	6.045000e+02 	6.214500e+02 	3.025000e+01 	227 	227 	229 	22 	23 	7.364576e+05
14:44:13 	6.055000e+02 	6.223500e+02 	3.096000e+01 	226 	227 	230 	23 	23 	7.364576e+05
14:44:14 	6.062500e+02 	6.231900e+02 	3.108000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:44:15 	607 	6.240900e+02 	3.051000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:44:16 	608 	6.249900e+02 	3.053000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:44:17 	609 	6.258900e+02 	3.065000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:44:18 	6.097500e+02 	6.267900e+02 	3.067000e+01 	226 	227 	229 	22 	23 	7.364576e+05
14:44:19 	6.105000e+02 	6.276300e+02 	3.079000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:44:20 	6.115000e+02 	6.285300e+02 	3.140000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:44:21 	6.122500e+02 	6.294300e+02 	3.142000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:44:22 	6.132500e+02 	6.303300e+02 	3.154000e+01 	226 	226 	229 	22 	23 	7.364576e+05
14:44:23 	614 	6.312300e+02 	3.107000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:44:24 	615 	6.320800e+02 	3.168000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:44:25 	6.157500e+02 	6.329800e+02 	3.180000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:44:26 	6.167500e+02 	6.338800e+02 	3.182000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:44:27 	6.175000e+02 	6.347800e+02 	3.194000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:44:28 	6.182500e+02 	6.356800e+02 	3.197000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:44:29 	6.192500e+02 	6.365200e+02 	3.140000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:44:30 	620 	6.374200e+02 	3.152000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:44:31 	621 	6.383200e+02 	3.154000e+01 	227 	226 	229 	23 	23 	7.364576e+05
14:44:32 	6.217500e+02 	6.392200e+02 	3.166000e+01 	228 	227 	229 	24 	24 	7.364576e+05
14:44:33 	6.227500e+02 	6.401200e+02 	3.168000e+01 	229 	226 	230 	24 	24 	7.364576e+05
14:44:34 	6.235000e+02 	6.410200e+02 	3.180000e+01 	227 	227 	230 	24 	24 	7.364576e+05
14:44:35 	6.245000e+02 	6.418600e+02 	3.192000e+01 	226 	227 	230 	25 	24 	7.364576e+05
14:44:36 	6.252500e+02 	6.427600e+02 	3.194000e+01 	227 	227 	229 	24 	24 	7.364576e+05
14:44:37 	6.262500e+02 	6.436600e+02 	3.255000e+01 	227 	227 	230 	23 	24 	7.364576e+05
14:44:38 	627 	6.445600e+02 	3.277000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:44:39 	6.277500e+02 	6.454600e+02 	3.221000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:44:40 	6.285000e+02 	6.463000e+02 	3.301000e+01 	227 	227 	230 	24 	24 	7.364576e+05
14:44:41 	6.292500e+02 	6.472000e+02 	3.304000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:44:42 	6.302500e+02 	6.481000e+02 	3.247000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:44:43 	6.312500e+02 	649 	3.318000e+01 	227 	227 	229 	24 	25 	7.364576e+05
14:44:44 	632 	6.499000e+02 	3.311000e+01 	227 	227 	230 	23 	24 	7.364576e+05
14:44:45 	6.327500e+02 	6.507400e+02 	3.274000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:44:46 	6.337500e+02 	6.516500e+02 	3.345000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:44:47 	6.345000e+02 	6.525400e+02 	3.288000e+01 	226 	227 	229 	24 	24 	7.364576e+05
14:44:48 	6.355000e+02 	6.534500e+02 	3.291000e+01 	227 	227 	229 	24 	24 	7.364576e+05
14:44:49 	6.362500e+02 	6.543500e+02 	3.303000e+01 	227 	227 	230 	24 	24 	7.364576e+05
14:44:50 	6.372500e+02 	6.551900e+02 	3.364000e+01 	227 	227 	230 	23 	24 	7.364576e+05
14:44:51 	638 	6.560900e+02 	3.317000e+01 	227 	227 	230 	23 	24 	7.364576e+05
14:44:52 	6.387500e+02 	6.569900e+02 	3.398000e+01 	226 	227 	229 	24 	24 	7.364576e+05
14:44:53 	6.395000e+02 	6.578900e+02 	3.401000e+01 	226 	226 	229 	24 	24 	7.364576e+05
14:44:54 	6.405000e+02 	6.587900e+02 	3.344000e+01 	227 	227 	229 	24 	24 	7.364576e+05
14:44:55 	6.412500e+02 	6.596300e+02 	3.356000e+01 	226 	227 	229 	24 	24 	7.364576e+05
14:44:56 	6.422500e+02 	6.605300e+02 	3.379000e+01 	227 	227 	229 	24 	24 	7.364576e+05
14:44:57 	643 	6.614300e+02 	3.371000e+01 	226 	227 	229 	24 	24 	7.364576e+05
14:44:58 	6.437500e+02 	6.623300e+02 	3.442000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:44:59 	6.447500e+02 	6.632300e+02 	3.455000e+01 	227 	227 	230 	23 	24 	7.364576e+05
14:45:00 	6.455000e+02 	6.641300e+02 	3.457000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:45:01 	6.465000e+02 	6.649700e+02 	3.401000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:45:02 	6.472500e+02 	6.658700e+02 	3.413000e+01 	226 	226 	229 	24 	24 	7.364576e+05
14:45:03 	648 	6.667700e+02 	3.436000e+01 	226 	226 	230 	24 	24 	7.364576e+05
14:45:04 	649 	6.676700e+02 	3.497000e+01 	227 	227 	229 	24 	24 	7.364576e+05
14:45:05 	6.497500e+02 	6.685700e+02 	3.451000e+01 	227 	227 	229 	24 	24 	7.364576e+05
14:45:06 	6.505000e+02 	6.694100e+02 	3.463000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:45:07 	6.512500e+02 	6.703100e+02 	3.475000e+01 	226 	226 	229 	24 	24 	7.364576e+05
14:45:08 	6.522500e+02 	6.712200e+02 	3.478000e+01 	227 	227 	229 	24 	24 	7.364576e+05
14:45:09 	653 	6.721100e+02 	3.559000e+01 	226 	227 	229 	24 	24 	7.364576e+05
14:45:10 	6.537500e+02 	6.730200e+02 	3.562000e+01 	226 	226 	229 	24 	24 	7.364576e+05
14:45:11 	6.547500e+02 	6.738600e+02 	3.574000e+01 	226 	226 	229 	23 	24 	7.364576e+05
14:45:12 	6.555000e+02 	6.747600e+02 	3.518000e+01 	226 	226 	229 	23 	24 	7.364576e+05
14:45:13 	6.562500e+02 	6.756600e+02 	3.590000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:45:14 	6.572500e+02 	6.765600e+02 	3.533000e+01 	226 	227 	229 	24 	24 	7.364576e+05
14:45:15 	6.582500e+02 	6.774600e+02 	3.536000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:45:16 	659 	6.783000e+02 	3.617000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:45:17 	6.597500e+02 	6.792000e+02 	3.630000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:45:18 	6.605000e+02 	6.801000e+02 	3.633000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:45:19 	6.612500e+02 	681 	3.645000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:45:20 	6.622500e+02 	6.819000e+02 	3.599000e+01 	226 	226 	229 	24 	24 	7.364576e+05
14:45:21 	663 	6.827400e+02 	3.661000e+01 	226 	226 	229 	23 	24 	7.364576e+05
14:45:22 	664 	6.836400e+02 	3.673000e+01 	226 	226 	229 	23 	24 	7.364576e+05
14:45:23 	6.647500e+02 	6.845400e+02 	3.676000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:45:24 	6.657500e+02 	6.854400e+02 	3.689000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:45:25 	6.665000e+02 	6.863400e+02 	3.643000e+01 	226 	226 	229 	24 	24 	7.364576e+05
14:45:26 	6.675000e+02 	6.871800e+02 	3.704000e+01 	226 	226 	229 	23 	23 	7.364576e+05
14:45:27 	6.682500e+02 	6.880800e+02 	3.717000e+01 	226 	226 	229 	23 	24 	7.364576e+05
14:45:28 	669 	6.889800e+02 	3.671000e+01 	226 	227 	229 	23 	23 	7.364576e+05
14:45:29 	670 	6.898800e+02 	3.733000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:45:31 	6.705000e+02 	6.907800e+02 	3.775000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:45:32 	6.715000e+02 	6.916800e+02 	3.768000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:45:32 	6.722500e+02 	6.925300e+02 	3.712000e+01 	227 	227 	230 	24 	24 	7.364576e+05
14:45:33 	6.732500e+02 	6.934300e+02 	3.715000e+01 	226 	227 	230 	24 	25 	7.364576e+05
14:45:34 	674 	6.943300e+02 	3.728000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:45:36 	675 	6.952300e+02 	3.731000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:45:37 	6.757500e+02 	6.961300e+02 	3.793000e+01 	227 	227 	230 	24 	24 	7.364576e+05
14:45:37 	6.767500e+02 	6.969700e+02 	3.806000e+01 	225 	227 	230 	24 	24 	7.364576e+05
14:45:38 	6.775000e+02 	6.978700e+02 	3.760000e+01 	226 	227 	230 	24 	25 	7.364576e+05
14:45:39 	6.782500e+02 	6.987700e+02 	3.773000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:45:41 	679 	6.996700e+02 	3.845000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:45:42 	680 	7.005700e+02 	3.857000e+01 	226 	227 	230 	24 	23 	7.364576e+05
14:45:42 	6.807500e+02 	7.014100e+02 	3.802000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:45:43 	6.815000e+02 	7.023100e+02 	3.825000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:45:45 	6.825000e+02 	7.032100e+02 	3.818000e+01 	226 	226 	230 	24 	24 	7.364576e+05
14:45:46 	6.832500e+02 	7.041100e+02 	3.890000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:45:47 	6.842500e+02 	7.050100e+02 	3.903000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:45:47 	685 	7.058500e+02 	3.915000e+01 	226 	227 	230 	24 	24 	7.364576e+05
14:45:48 	6.857500e+02 	7.067500e+02 	3.870000e+01 	226 	227 	229 	23 	24 	7.364576e+05
14:45:50 	6.867500e+02 	7.076500e+02 	3.932000e+01 	226 	227 	229 	24 	24 	7.364576e+05
14:45:51 	6.875000e+02 	7.085500e+02 	3.886000e+01 	226 	227 	229 	24 	24 	7.364576e+05
14:45:52 	6.882500e+02 	7.094500e+02 	3.899000e+01 	226 	226 	229 	23 	24 	7.364576e+05
14:45:52 	6.892500e+02 	7.102900e+02 	3.961000e+01 	226 	227 	229 	24 	24 	7.364576e+05
14:45:53 	690 	7.111900e+02 	3.964000e+01 	226 	227 	229 	24 	24 	7.364576e+05
14:45:55 	6.907500e+02 	7.121000e+02 	3.928000e+01 	226 	227 	229 	24 	24 	7.364576e+05
14:45:56 	6.917500e+02 	7.129900e+02 	3.932000e+01 	226 	227 	229 	24 	24 	7.364576e+05
14:45:57 	6.927500e+02 	7.139000e+02 	3.994000e+01 	226 	227 	229 	24 	24 	7.364576e+05
14:45:58 	6.935000e+02 	7.148000e+02 	3.948000e+01 	226 	227 	229 	24 	24 	7.364576e+05
14:45:59 	6.942500e+02 	7.156400e+02 	4.030000e+01 	226 	226 	229 	24 	24 	7.364576e+05
14:46:00 	6.952500e+02 	7.165400e+02 	3.974000e+01 	225 	227 	229 	23 	24 	7.364576e+05
14:46:01 	696 	7.174400e+02 	3.978000e+01 	226 	227 	229 	24 	24 	7.364576e+05
